id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B cell|B cell	B cell|CD4T cell	B cell|CD8T cell	B cell|MNPa(mono)	B cell|MNPb(mono)	B cell|MNPc(DC)	B cell|MNPd(Mac)	B cell|Mast cell	B cell|NK cell	B cell|NKT cell	B cell|Neutrophil	B cell|pDC	CD4T cell|B cell	CD4T cell|CD4T cell	CD4T cell|CD8T cell	CD4T cell|MNPa(mono)	CD4T cell|MNPb(mono)	CD4T cell|MNPc(DC)	CD4T cell|MNPd(Mac)	CD4T cell|Mast cell	CD4T cell|NK cell	CD4T cell|NKT cell	CD4T cell|Neutrophil	CD4T cell|pDC	CD8T cell|B cell	CD8T cell|CD4T cell	CD8T cell|CD8T cell	CD8T cell|MNPa(mono)	CD8T cell|MNPb(mono)	CD8T cell|MNPc(DC)	CD8T cell|MNPd(Mac)	CD8T cell|Mast cell	CD8T cell|NK cell	CD8T cell|NKT cell	CD8T cell|Neutrophil	CD8T cell|pDC	MNPa(mono)|B cell	MNPa(mono)|CD4T cell	MNPa(mono)|CD8T cell	MNPa(mono)|MNPa(mono)	MNPa(mono)|MNPb(mono)	MNPa(mono)|MNPc(DC)	MNPa(mono)|MNPd(Mac)	MNPa(mono)|Mast cell	MNPa(mono)|NK cell	MNPa(mono)|NKT cell	MNPa(mono)|Neutrophil	MNPa(mono)|pDC	MNPb(mono)|B cell	MNPb(mono)|CD4T cell	MNPb(mono)|CD8T cell	MNPb(mono)|MNPa(mono)	MNPb(mono)|MNPb(mono)	MNPb(mono)|MNPc(DC)	MNPb(mono)|MNPd(Mac)	MNPb(mono)|Mast cell	MNPb(mono)|NK cell	MNPb(mono)|NKT cell	MNPb(mono)|Neutrophil	MNPb(mono)|pDC	MNPc(DC)|B cell	MNPc(DC)|CD4T cell	MNPc(DC)|CD8T cell	MNPc(DC)|MNPa(mono)	MNPc(DC)|MNPb(mono)	MNPc(DC)|MNPc(DC)	MNPc(DC)|MNPd(Mac)	MNPc(DC)|Mast cell	MNPc(DC)|NK cell	MNPc(DC)|NKT cell	MNPc(DC)|Neutrophil	MNPc(DC)|pDC	MNPd(Mac)|B cell	MNPd(Mac)|CD4T cell	MNPd(Mac)|CD8T cell	MNPd(Mac)|MNPa(mono)	MNPd(Mac)|MNPb(mono)	MNPd(Mac)|MNPc(DC)	MNPd(Mac)|MNPd(Mac)	MNPd(Mac)|Mast cell	MNPd(Mac)|NK cell	MNPd(Mac)|NKT cell	MNPd(Mac)|Neutrophil	MNPd(Mac)|pDC	Mast cell|B cell	Mast cell|CD4T cell	Mast cell|CD8T cell	Mast cell|MNPa(mono)	Mast cell|MNPb(mono)	Mast cell|MNPc(DC)	Mast cell|MNPd(Mac)	Mast cell|Mast cell	Mast cell|NK cell	Mast cell|NKT cell	Mast cell|Neutrophil	Mast cell|pDC	NK cell|B cell	NK cell|CD4T cell	NK cell|CD8T cell	NK cell|MNPa(mono)	NK cell|MNPb(mono)	NK cell|MNPc(DC)	NK cell|MNPd(Mac)	NK cell|Mast cell	NK cell|NK cell	NK cell|NKT cell	NK cell|Neutrophil	NK cell|pDC	NKT cell|B cell	NKT cell|CD4T cell	NKT cell|CD8T cell	NKT cell|MNPa(mono)	NKT cell|MNPb(mono)	NKT cell|MNPc(DC)	NKT cell|MNPd(Mac)	NKT cell|Mast cell	NKT cell|NK cell	NKT cell|NKT cell	NKT cell|Neutrophil	NKT cell|pDC	Neutrophil|B cell	Neutrophil|CD4T cell	Neutrophil|CD8T cell	Neutrophil|MNPa(mono)	Neutrophil|MNPb(mono)	Neutrophil|MNPc(DC)	Neutrophil|MNPd(Mac)	Neutrophil|Mast cell	Neutrophil|NK cell	Neutrophil|NKT cell	Neutrophil|Neutrophil	Neutrophil|pDC	pDC|B cell	pDC|CD4T cell	pDC|CD8T cell	pDC|MNPa(mono)	pDC|MNPb(mono)	pDC|MNPc(DC)	pDC|MNPd(Mac)	pDC|Mast cell	pDC|NK cell	pDC|NKT cell	pDC|Neutrophil	pDC|pDC
CPI-CS04F78ACD6	ACVR_1B2A receptor_GDF11	complex:ACVR_1B2A receptor	simple:O95390		GDF11	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0.086	0.08	0.025	0.043	0.034	0	0	0.073	0.165	0	0	0.167	0.088	0.083	0.028	0.046	0.036	0	0	0.075	0.168	0	0	0.15	0.071	0.066	0.011	0.029	0.02	0	0	0.058	0.151	0	0	0.167	0.089	0.083	0.028	0.046	0.037	0	0	0.076	0.168	0	0	0.148	0.069	0.064	0.009	0.027	0.017	0	0	0.056	0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0.074	0.069	0.013	0.032	0.022	0	0	0.061	0.154	0	0	0.184	0.106	0.1	0.045	0.063	0.054	0	0	0.093	0.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-CS0384572FE	ACVR_1B2B receptor_GDF11	complex:ACVR_1B2B receptor	simple:O95390		GDF11	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0.086	0.08	0.025	0.043	0.034	0	0	0.073	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148	0.069	0.064	0.009	0.027	0.018	0	0	0.056	0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161	0.083	0.077	0.022	0.04	0.031	0	0	0.07	0.163	0	0	0.177	0.099	0.093	0.038	0.056	0.047	0	0	0.086	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-CS0C8F1E01F	ACVR_1B2A receptor_BMP3	complex:ACVR_1B2A receptor	simple:P12645		BMP3	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-CS0A66DB1CA	CD8 receptor_LCK	complex:CD8 receptor	simple:P06239		LCK	False	True	False	curated	False	0.074	1.022	2.06	0.007	0	0.011	0	0	1.166	1.555	0	0	0.28	1.227	2.265	0.213	0	0.216	0	0	1.372	1.761	0	0	2.967	3.914	4.953	2.9	0	2.904	0	0	4.059	4.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	1.031	2.069	0.017	0	0.02	0	0	1.176	1.565	0	0	0.078	1.025	2.063	0.011	0	0.015	0	0	1.17	1.559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	1.092	2.13	0.077	0	0.081	0	0	1.236	1.625	0	0	1.233	2.18	3.218	1.165	0	1.169	0	0	2.324	2.713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-CS0715DE78D	CD94:NKG2A_HLA-E	complex:CD94:NKG2A	simple:P13747		HLA-E	False	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	4.967	5.936	7.808	3.664	7.291	3.64	4.591	1.696	9.718	8.838	4.264	2.686	5.935	6.904	8.777	4.632	8.259	4.609	5.56	2.665	10.686	9.806	5.233	3.655	0	0	0	0	0	0	0	0	0	0	0	0	4.75	5.72	7.592	3.448	7.075	3.424	4.375	1.48	9.502	8.622	4.048	2.47	4.739	5.708	7.58	3.436	7.063	3.413	4.364	1.469	9.49	8.61	4.037	2.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.363	7.332	9.205	5.06	8.687	5.037	5.988	3.093	11.114	10.234	5.661	4.083	5.328	6.297	8.169	4.025	7.652	4.001	4.953	2.058	10.079	9.199	4.626	3.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-CS05AB368CE	CD94:NKG2C_HLA-E	complex:CD94:NKG2C	simple:P13747		HLA-E	False	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	4.803	5.772	7.644	3.5	7.127	3.476	4.427	1.532	9.554	8.674	4.101	2.523	4.917	5.886	7.758	3.614	7.241	3.591	4.542	1.647	9.668	8.788	4.215	2.637	4.73	5.699	7.571	3.427	7.054	3.403	4.355	1.46	9.481	8.601	4.028	2.45	0	0	0	0	0	0	0	0	0	0	0	0	4.733	5.702	7.574	3.43	7.057	3.407	4.358	1.463	9.484	8.604	4.031	2.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.851	5.821	7.693	3.548	7.176	3.525	4.476	1.581	9.602	8.722	4.149	2.571	5.364	6.333	8.205	4.061	7.688	4.037	4.988	2.093	10.115	9.235	4.661	3.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-CS0023FA839	CD94:NKG2E_HLA-E	complex:CD94:NKG2E	simple:P13747		HLA-E	False	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.794	5.764	7.636	3.491	7.119	3.468	4.419	1.524	9.546	8.665	4.092	2.514	4.85	5.819	7.691	3.547	7.174	3.523	4.474	1.579	9.601	8.721	4.147	2.569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	EGFR	NRG1	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0.046	0.296	0.047	0	0	0	0	0	0	0.108	0	0.04	0.047	0.297	0.048	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS076BC3BA6	HLA-DPB1_NRG1	simple:HLADPB1	simple:Q02297	HLA-DPB1	NRG1	True	True	True	InnateDB-All	False	0	3.897	3.903	4.153	3.905	0	0	0	0	0	0	3.965	0	1.162	1.169	1.419	1.171	0	0	0	0	0	0	1.231	0	1.06	1.066	1.317	1.068	0	0	0	0	0	0	1.129	0	8.442	8.449	8.699	8.451	0	0	0	0	0	0	8.511	0	10.345	10.352	10.602	10.353	0	0	0	0	0	0	10.414	0	40.633	40.64	40.89	40.641	0	0	0	0	0	0	40.702	0	27.173	27.18	27.43	27.181	0	0	0	0	0	0	27.242	0	0.111	0.118	0.368	0.119	0	0	0	0	0	0	0.18	0	0.642	0.649	0.899	0.65	0	0	0	0	0	0	0.711	0	2.609	2.616	2.866	2.617	0	0	0	0	0	0	2.678	0	0	0	0	0	0	0	0	0	0	0	0	0	6.518	6.524	6.774	6.526	0	0	0	0	0	0	6.586
CPI-SS09375CA29	ADGRL1_NRG1	simple:O94910	simple:Q02297	ADGRL1	NRG1	True	True	True	InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0.023	0.273	0.024	0	0	0	0	0	0	0.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0.019	0.27	0.021	0	0	0	0	0	0	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0.054	0.305	0.056	0	0	0	0	0	0	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0.072	0.323	0.074	0	0	0	0	0	0	0.135
CPI-SS00A953C3A	EGF_NRG1	simple:P01133	simple:Q02297	EGF	NRG1	True	False	True	I2D	False	0	0.056	0.062	0.313	0.064	0	0	0	0	0	0	0.125	0	0.018	0.025	0.275	0.026	0	0	0	0	0	0	0.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0.029	0.279	0.03	0	0	0	0	0	0	0.091	0	0.05	0.056	0.307	0.058	0	0	0	0	0	0	0.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ERBB3	NRG1	True	True	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.031	0.281	0.032	0	0	0	0	0	0	0.093	0	0.185	0.191	0.442	0.193	0	0	0	0	0	0	0.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0.024	0.275	0.026	0	0	0	0	0	0	0.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.031	0.281	0.032	0	0	0	0	0	0	0.093	0	0.076	0.082	0.333	0.084	0	0	0	0	0	0	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0F4D30D5A	EGFR_EGF	simple:P00533	simple:P01133	EGFR	EGF	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0.036	0	0	0	0	0	0	0.04	0.067	0	0	0.074	0.037	0	0	0	0	0	0	0.041	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0E25CE362	EGFR_TGFA	simple:P00533	simple:P01135	EGFR	TGFA	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153	0	0.037	0.038	0.043	0.133	0	0.036	0.081	0	0	0	0.154	0	0.037	0.039	0.044	0.134	0	0.037	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	EGFR	TGFB1	True	True	False	IMEx,InnateDB-All,MINT	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172	0.493	0.665	0.685	0.588	0.347	0.266	0.695	0.918	0.339	0	0.328	0.173	0.494	0.666	0.686	0.589	0.348	0.267	0.696	0.919	0.34	0	0.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS00EDDD458	EGFR_MIF	simple:P00533	simple:P14174	EGFR	MIF	True	True	False	IMEx,InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	1.057	1.362	0.825	0.566	0.591	0.976	0.118	1.115	1.219	0	0.801	0.876	1.058	1.363	0.826	0.567	0.591	0.977	0.119	1.116	1.22	0	0.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	True	True	False	I2D,InnateDB-All	False	30.96	31.142	31.447	30.91	30.652	30.676	31.062	30.204	31.2	31.304	0	30.886	4.588	4.77	5.075	4.538	4.279	4.303	4.689	3.831	4.828	4.932	0	4.514	5.181	5.364	5.668	5.131	4.873	4.897	5.283	4.425	5.421	5.526	0	5.108	21.714	21.897	22.201	21.664	21.406	21.43	21.816	20.958	21.954	22.059	0	21.641	23.014	23.197	23.501	22.964	22.706	22.73	23.116	22.258	23.254	23.358	0	22.941	86.56	86.742	87.046	86.509	86.251	86.275	86.661	85.803	86.8	86.904	0	86.486	97.751	97.934	98.238	97.701	97.443	97.467	97.853	96.995	97.991	98.096	0	97.678	0.891	1.074	1.378	0.841	0.583	0.607	0.993	0.135	1.131	1.236	0	0.818	3.23	3.412	3.716	3.179	2.921	2.945	3.331	2.473	3.47	3.574	0	3.156	3.495	3.677	3.982	3.445	3.186	3.211	3.596	2.738	3.735	3.839	0	3.421	1.67	1.852	2.156	1.619	1.361	1.385	1.771	0.913	1.91	2.014	0	1.596	47.052	47.235	47.539	47.002	46.744	46.768	47.154	46.296	47.292	47.397	0	46.979
CPI-SS0481D83A4	EGFR_AREG	simple:P00533	simple:P15514	EGFR	AREG	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346	1.388	0.549	6.291	1.194	6.807	0.255	18.228	10.003	0.077	1.003	2.423	0.347	1.389	0.55	6.292	1.195	6.808	0.256	18.229	10.004	0.078	1.004	2.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	True	True	False	InnateDB-All	False	0.41	1.452	0.613	6.354	1.258	6.871	0.319	18.292	10.067	0.14	1.067	2.487	0.431	1.473	0.634	6.375	1.279	6.892	0.34	18.313	10.088	0.162	1.088	2.508	0.397	1.439	0.6	6.342	1.245	6.858	0.306	18.279	10.054	0.128	1.054	2.474	0.593	1.635	0.796	6.537	1.441	7.054	0.502	18.475	10.25	0.323	1.25	2.67	0.426	1.468	0.629	6.37	1.274	6.887	0.335	18.308	10.083	0.156	1.083	2.503	0.42	1.461	0.622	6.364	1.268	6.881	0.329	18.301	10.077	0.15	1.076	2.497	0.61	1.652	0.813	6.554	1.458	7.071	0.519	18.492	10.267	0.34	1.266	2.687	0.432	1.474	0.635	6.376	1.28	6.893	0.341	18.314	10.089	0.162	1.089	2.509	0.483	1.525	0.686	6.427	1.331	6.944	0.392	18.365	10.14	0.213	1.14	2.56	0.35	1.392	0.553	6.294	1.198	6.811	0.259	18.232	10.007	0.08	1.007	2.427	1.105	2.147	1.308	7.05	1.953	7.566	1.014	18.987	10.762	0.836	1.762	3.182	0.779	1.821	0.982	6.724	1.627	7.24	0.689	18.661	10.437	0.51	1.436	2.856
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	EGFR	GRN	True	True	False	InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436	0.17	0.095	3.024	1.607	3.526	1.977	0.547	0.163	0.06	1.962	2.7	0.437	0.171	0.096	3.025	1.608	3.527	1.978	0.548	0.164	0.061	1.963	2.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.428	0.162	0.087	3.016	1.599	3.517	1.968	0.539	0.154	0.052	1.954	2.692	0.625	0.359	0.284	3.213	1.796	3.715	2.166	0.736	0.352	0.25	2.151	2.889	0.551	0.285	0.21	3.139	1.722	3.641	2.092	0.662	0.278	0.175	2.077	2.815	0.884	0.617	0.542	3.472	2.054	3.973	2.424	0.994	0.61	0.508	2.409	3.147	0.581	0.315	0.24	3.169	1.752	3.671	2.122	0.692	0.308	0.205	2.107	2.845	0.752	0.485	0.411	3.34	1.922	3.841	2.292	0.862	0.478	0.376	2.278	3.016	1.117	0.85	0.775	3.705	2.287	4.206	2.657	1.227	0.843	0.741	2.642	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0.822	0.555	0.481	3.41	1.992	3.911	2.362	0.932	0.548	0.446	2.347	3.086	0.609	0.343	0.268	3.197	1.78	3.698	2.149	0.72	0.336	0.233	2.135	2.873	2.682	2.415	2.341	5.27	3.852	5.771	4.222	2.792	2.408	2.306	4.208	4.946	0.469	0.202	0.128	3.057	1.639	3.558	2.009	0.579	0.195	0.093	1.995	2.733
CPI-SS054D158CC	NTRK1_GRN	simple:P04629	simple:P28799	NTRK1	GRN	True	True	False	InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.512	0.245	0.171	3.1	1.682	3.601	2.052	0.622	0.238	0.136	2.038	2.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.554	0.287	0.213	3.142	1.724	3.643	2.094	0.664	0.28	0.178	2.08	2.818	0.877	0.611	0.536	3.465	2.048	3.967	2.418	0.988	0.604	0.501	2.403	3.141	1.006	0.74	0.665	3.594	2.177	4.095	2.547	1.117	0.733	0.63	2.532	3.27	1.572	1.306	1.231	4.16	2.743	4.661	3.112	1.683	1.299	1.196	3.098	3.836	2.681	2.415	2.34	5.269	3.852	5.771	4.222	2.792	2.408	2.305	4.207	4.945	0.991	0.725	0.65	3.579	2.162	4.081	2.532	1.102	0.718	0.615	2.517	3.255	1.235	0.968	0.894	3.823	2.405	4.324	2.775	1.345	0.961	0.859	2.761	3.499	0	0	0	0	0	0	0	0	0	0	0	0	1.358	1.092	1.017	3.946	2.529	4.448	2.899	1.469	1.085	0.982	2.884	3.622	1.034	0.768	0.693	3.622	2.205	4.123	2.574	1.145	0.761	0.658	2.56	3.298	3.103	2.836	2.761	5.691	4.273	6.192	4.643	3.213	2.829	2.727	4.628	5.366	0.649	0.383	0.308	3.237	1.82	3.738	2.19	0.76	0.376	0.273	2.175	2.913
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	EGFR	COPA	True	True	False	InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303	0.213	0.349	0.299	0.223	0.24	0.061	0.618	0.313	0.301	0.851	0.751	0.304	0.214	0.35	0.3	0.224	0.24	0.062	0.619	0.314	0.302	0.852	0.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	CD74	COPA	True	True	False	IMEx,IntAct	False	30.389	30.298	30.434	30.384	30.308	30.325	30.147	30.704	30.399	30.386	30.937	30.836	4.016	3.925	4.062	4.011	3.936	3.952	3.774	4.331	4.026	4.014	4.564	4.464	4.61	4.519	4.656	4.605	4.529	4.546	4.368	4.925	4.62	4.607	5.158	5.058	21.143	21.052	21.189	21.138	21.063	21.079	20.901	21.458	21.153	21.141	21.691	21.591	22.443	22.352	22.488	22.438	22.362	22.379	22.201	22.758	22.453	22.44	22.991	22.891	85.988	85.897	86.034	85.983	85.908	85.924	85.746	86.303	85.998	85.986	86.536	86.436	97.18	97.089	97.226	97.175	97.1	97.116	96.938	97.495	97.19	97.178	97.728	97.628	0.32	0.229	0.366	0.315	0.24	0.256	0.078	0.635	0.33	0.318	0.868	0.768	2.658	2.567	2.704	2.653	2.578	2.594	2.416	2.973	2.668	2.656	3.206	3.106	2.923	2.833	2.969	2.919	2.843	2.86	2.681	3.238	2.933	2.921	3.471	3.371	1.098	1.007	1.144	1.093	1.018	1.034	0.856	1.413	1.108	1.096	1.646	1.546	46.481	46.39	46.527	46.476	46.401	46.417	46.239	46.796	46.491	46.479	47.029	46.929
CPI-SS0E6E8A727	NTRK1_COPA	simple:P04629	simple:P53621	NTRK1	COPA	True	True	False	InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379	0.288	0.425	0.374	0.298	0.315	0.137	0.694	0.389	0.376	0.927	0.827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
